Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG.1,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados.1,Pases_intentados.2,Pases_progresivos,Pases_progresivos.1,Regates_exitosos,Regates_exitosos.1,Pases_medios_completados,Pases_largos_completados,xAG.2,xAG.3,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados.1,Pases_completados.2,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date,Posicion_general,Posicion_general_Defensa,Posicion_general_Delantero,Posicion_general_Mediocampista,Posicion_general_Otros,market_value_predicho
Luca Kerber,de GER,"DM,CB",0.0,"Saturday February 8, 2025",0,0,0.0,0.0,0.0,0.0,0,28,28,28,0,0,0,0,14,1,0.0,0.0,0.0,0,27,0,0,0,22,22,22,1,5,0,3,2,,0,0,1,0,26,1,2,0,0,0.0,30.06.2027,Otros,False,False,False,True,0.0
Leonardo Bittencourt,de GER,CM,0.0,"Saturday May 10, 2025",0,0,0.0,0.0,0.0,0.0,0,5,5,5,0,0,0,0,0,2,0.0,0.0,0.0,1,5,0,0,0,4,4,4,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,,30.06.2026,Mediocampista,False,False,True,False,0.0
Sirlord Conteh,de GER,RW,0.0,"Sunday October 6, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0,4,0,0,2,1,1,1,0,0,0,3,1,,0,0,0,1,5,4,0,2,0,0.0,30.06.2027,Delantero,False,True,False,False,0.0
Lukas Kubler,de GER,RB,0.0,"Saturday October 26, 2024",0,1,0.1,0.1,0.0,0.0,1,29,29,29,3,3,0,0,6,1,0.0,0.0,0.0,3,27,2,0,0,22,22,22,0,1,0,5,1,,0,0,0,0,19,2,1,0,1,50.0,-,Defensa,True,False,False,False,0.0
Julian Niehues,de GER,CM,0.0,"Saturday April 19, 2025",0,0,0.0,0.0,0.0,0.0,0,13,13,13,0,0,1,1,1,1,0.0,0.0,0.0,0,13,0,0,0,11,11,11,0,1,0,1,0,50.0,1,0,0,0,13,0,1,0,0,,30.06.2027,Mediocampista,False,False,True,False,0.0
Jonas Fohrenbach,de GER,LB,0.0,"Saturday April 19, 2025",0,0,0.0,0.0,0.0,0.0,0,5,5,5,0,0,0,0,1,0,0.0,0.0,0.0,0,4,1,0,0,4,4,4,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,,30.06.2027,Defensa,True,False,False,False,0.0
Jeffrey Gouweleeuw,nl NED,CB,0.0,"Saturday September 28, 2024",0,0,0.8,0.0,0.0,0.0,0,49,49,49,0,0,1,1,29,5,0.0,0.0,0.1,4,47,2,0,1,44,44,44,0,6,0,4,3,100.0,0,0,0,0,40,0,1,1,1,50.0,30.06.2026,Defensa,True,False,False,False,0.0
Maxim Leitsch,de GER,CB,0.0,"Saturday August 31, 2024",1,1,0.4,0.4,0.0,0.0,0,9,9,9,0,0,0,0,1,0,0.0,0.0,0.0,0,6,3,0,0,6,6,6,0,5,0,2,1,,0,0,0,0,5,0,1,0,0,0.0,30.06.2026,Defensa,True,False,False,False,27556873.0
Danny da Costa,de GER,CB,0.0,"Saturday April 19, 2025",0,0,0.0,0.0,0.0,0.0,0,48,48,48,4,4,0,0,11,1,0.0,0.0,0.0,5,45,2,0,0,33,33,33,1,1,0,1,0,,0,0,0,0,32,0,1,0,2,66.7,30.06.2026,Defensa,True,False,False,False,0.0
Danny da Costa,de GER,CB,0.0,"Sunday November 24, 2024",0,0,0.0,0.0,0.0,0.0,0,51,51,51,4,4,0,0,24,2,0.0,0.0,0.0,2,51,0,0,1,41,41,41,0,3,0,4,0,,0,1,0,2,43,1,1,1,0,0.0,30.06.2026,Defensa,True,False,False,False,0.0
Danny da Costa,de GER,CB,0.0,"Saturday March 1, 2025",0,0,0.0,0.0,0.1,0.1,2,58,58,58,2,2,1,1,16,6,0.1,0.1,0.0,7,54,4,0,3,48,48,48,0,6,0,4,0,50.0,1,0,1,0,38,0,2,3,1,20.0,30.06.2026,Defensa,True,False,False,False,2739619.8000000007
Sirlord Conteh,de GER,"FW,RM",0.0,"Saturday April 19, 2025",0,2,0.5,0.5,0.0,0.0,0,11,11,11,0,0,0,0,2,2,0.0,0.0,0.0,1,8,3,0,0,9,9,9,0,1,0,4,2,,0,1,1,0,11,3,0,0,1,33.3,30.06.2027,Otros,False,False,False,True,10702491.0
Luca Kerber,de GER,CM,0.0,"Saturday April 19, 2025",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,2,2,2,0,1,0,1,0,,0,0,0,0,3,1,1,0,1,100.0,30.06.2027,Mediocampista,False,False,True,False,0.0
Nikolas Veratschnig,at AUT,WB,0.0,"Sunday November 24, 2024",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,2,0,0.0,0.0,0.0,0,2,1,0,0,3,3,3,0,0,0,1,0,,0,0,0,0,2,1,0,0,0,,30.06.2028,Defensa,True,False,False,False,0.0
Jonas Fohrenbach,de GER,"WB,LB",0.0,"Sunday February 16, 2025",0,0,0.0,0.0,0.0,0.0,0,28,28,28,1,1,1,1,8,3,0.0,0.0,0.0,1,21,7,0,2,21,21,21,0,2,0,5,0,100.0,0,1,0,0,16,0,0,2,0,,30.06.2027,Otros,False,False,False,True,4596829.0
Leonardo Bittencourt,de GER,CM,0.0,"Saturday April 19, 2025",0,2,0.1,0.1,0.0,0.0,2,9,9,9,2,2,0,0,4,0,0.0,0.0,0.0,2,9,0,0,0,7,7,7,0,0,0,5,2,,0,0,2,0,10,3,1,0,0,,30.06.2026,Mediocampista,False,False,True,False,0.0
Jeffrey Gouweleeuw,nl NED,CB,0.0,"Friday November 22, 2024",0,0,0.0,0.0,0.0,0.0,1,20,20,20,0,0,0,0,7,3,0.0,0.0,0.0,1,18,2,0,0,15,15,15,0,6,0,1,0,,0,0,0,1,18,0,0,0,1,50.0,30.06.2026,Defensa,True,False,False,False,0.0
Jeffrey Gouweleeuw,nl NED,CB,0.0,"Sunday May 11, 2025",0,0,0.0,0.0,0.0,0.0,1,31,31,31,3,3,0,0,13,2,0.0,0.0,0.0,2,27,3,0,0,27,27,27,1,11,0,1,0,,0,1,0,0,23,0,0,0,1,50.0,30.06.2026,Defensa,True,False,False,False,0.0
Lukas Kubler,de GER,RB,0.0,"Saturday April 19, 2025",0,1,0.1,0.1,0.0,0.0,1,45,45,45,1,1,0,0,14,7,0.0,0.0,0.0,4,35,10,0,0,39,39,39,0,3,0,10,1,,0,0,0,0,28,1,0,0,0,0.0,-,Defensa,True,False,False,False,0.0
Leonardo Bittencourt,de GER,CM,0.0,"Saturday November 23, 2024",0,3,0.1,0.1,0.0,0.0,0,50,50,50,3,3,0,0,16,3,0.0,0.0,0.0,3,49,0,0,0,42,42,42,1,2,0,11,0,0.0,0,2,0,0,41,0,1,0,0,,30.06.2026,Mediocampista,False,False,True,False,4440141.0
Luca Kerber,de GER,CM,0.0,"Sunday February 16, 2025",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,1,0,0.0,0.0,0.0,0,3,0,0,0,1,1,1,1,1,0,1,0,,0,0,0,0,3,1,1,0,0,,30.06.2027,Mediocampista,False,False,True,False,0.0
Lukas Kubler,de GER,RB,0.0,"Saturday January 18, 2025",0,0,0.0,0.0,0.0,0.0,1,59,59,59,5,5,0,0,19,3,0.0,0.0,0.0,6,49,10,0,2,44,44,44,0,0,0,11,1,0.0,1,0,1,0,36,1,1,2,0,0.0,-,Defensa,True,False,False,False,0.0
Julian Niehues,de GER,LM,0.0,"Sunday February 16, 2025",0,0,0.0,0.0,0.1,0.1,1,10,10,10,1,1,0,0,5,0,0.1,0.1,0.2,0,9,1,1,0,7,7,7,0,0,0,3,1,,0,0,0,0,5,1,0,0,1,33.3,30.06.2027,Mediocampista,False,False,True,False,0.0
Marius Muller,de GER,GK,0.0,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,0,44,44,44,0,0,0,0,15,9,0.0,0.0,0.0,0,33,11,0,0,29,29,29,0,0,0,0,0,,0,0,0,0,23,0,0,0,0,,30.06.2027,Arquero,False,False,False,False,0.0
Julian Niehues,de GER,AM,0.0,"Saturday February 8, 2025",0,0,0.0,0.0,0.0,0.0,0,7,7,7,0,0,0,0,3,0,0.0,0.0,0.0,0,7,0,0,0,5,5,5,0,0,0,1,0,,0,0,0,1,6,1,0,0,0,,30.06.2027,Mediocampista,False,False,True,False,0.0
Jonas Fohrenbach,de GER,LB,0.0,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,0,25,25,25,1,1,0,0,13,1,0.0,0.0,0.0,1,22,3,0,3,17,17,17,0,8,0,5,0,,0,1,1,0,15,2,2,3,0,0.0,30.06.2027,Defensa,True,False,False,False,0.0
Jonas Fohrenbach,de GER,"WB,LB",0.0,"Sunday October 6, 2024",0,0,0.0,0.0,0.0,0.0,1,50,50,50,4,4,1,1,14,6,0.0,0.0,0.0,3,43,7,0,2,35,35,35,0,2,0,12,0,33.3,2,0,0,0,34,1,1,2,1,33.3,30.06.2027,Otros,False,False,False,True,1786178.0
Sirlord Conteh,de GER,FW,0.0,"Sunday April 13, 2025",0,3,0.2,0.2,0.9,0.9,4,13,13,13,0,0,0,0,4,0,0.9,0.9,0.2,0,13,0,0,1,9,9,9,0,0,0,11,5,,0,1,0,0,14,5,0,1,0,0.0,30.06.2027,Delantero,False,True,False,False,71880330.2
Leonardo Bittencourt,de GER,CM,0.0,"Sunday April 13, 2025",0,1,0.0,0.0,0.3,0.3,2,18,18,18,2,2,0,0,8,3,0.3,0.3,0.3,1,18,0,1,0,16,16,16,0,0,0,4,1,0.0,1,1,0,0,17,2,0,0,1,100.0,30.06.2026,Mediocampista,False,False,True,False,15719589.399999999
Luca Kerber,de GER,RW,0.0,"Saturday May 10, 2025",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,1,1,0,1,0.0,0.0,0.0,0,4,0,0,0,4,4,4,0,0,0,3,1,100.0,0,0,0,1,5,0,0,0,0,,30.06.2027,Delantero,False,True,False,False,0.0
Maximilian Breunig,de GER,FW,0.0,"Sunday September 1, 2024",1,2,1.2,1.2,0.0,0.0,0,5,5,5,0,0,0,0,2,0,0.0,0.0,0.0,0,5,0,0,0,2,2,2,0,0,0,4,2,0.0,1,1,0,0,7,0,0,0,1,25.0,30.06.2027,Delantero,False,True,False,False,31582076.0
Maxim Leitsch,de GER,CB,0.0,"Tuesday January 14, 2025",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,0,0,0.0,0.0,0.1,0,4,0,0,1,2,2,2,0,1,0,2,1,,0,0,0,0,2,1,0,1,1,100.0,30.06.2026,Defensa,True,False,False,False,0.0
Jonas Fohrenbach,de GER,"WB,LB",0.0,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,1,19,19,19,4,4,0,0,10,2,0.0,0.0,0.0,4,14,5,0,2,17,17,17,0,1,0,6,0,,0,0,0,0,10,1,2,2,0,,30.06.2027,Otros,False,False,False,True,3626461.0
Hauke Wahl,de GER,CB,0.0,"Sunday November 24, 2024",0,1,0.2,0.2,0.0,0.0,1,88,88,88,16,16,0,0,36,2,0.0,0.0,0.0,11,88,0,0,0,80,80,80,0,4,1,3,1,,0,0,0,0,67,1,1,0,1,50.0,-,Defensa,True,False,False,False,55823350.0
Maximilian Breunig,de GER,FW,0.0,"Sunday October 6, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,1,1,0,0,1,0,0.0,0.0,0.0,0,4,0,0,0,2,2,2,0,0,0,1,0,,0,0,0,1,2,0,0,0,0,,30.06.2027,Delantero,False,True,False,False,0.0
Danel Sinani,lu LUX,CM,0.0,"Sunday November 24, 2024",0,0,0.0,0.0,0.0,0.0,0,5,5,5,0,0,0,0,2,0,0.0,0.0,0.0,0,4,1,0,1,4,4,4,0,0,0,3,1,,0,0,0,0,4,0,0,1,0,,-,Mediocampista,False,False,True,False,0.0
Sirlord Conteh,de GER,"AM,RM",0.0,"Saturday March 1, 2025",0,1,0.0,0.0,0.0,0.0,1,12,12,12,0,0,0,0,0,1,0.0,0.0,0.0,0,12,0,0,2,8,8,8,0,0,0,11,0,,0,0,0,0,11,4,0,2,1,100.0,30.06.2027,Otros,False,False,False,True,0.0
Luca Kerber,de GER,CM,0.0,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,0,12,12,12,0,0,0,0,3,0,0.0,0.0,0.0,0,12,0,0,0,8,8,8,0,0,0,0,0,0.0,1,0,0,0,10,0,0,0,0,0.0,30.06.2027,Mediocampista,False,False,True,False,0.0
Sirlord Conteh,de GER,RM,0.0,"Saturday November 23, 2024",0,1,0.1,0.1,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,0,0,0,0,0.0,30.06.2027,Mediocampista,False,False,True,False,0.0
Luca Kerber,de GER,CM,0.0,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,1,1,1,0,0,,30.06.2027,Mediocampista,False,False,True,False,0.0
Lukas Kubler,de GER,RB,0.0,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,0,30,30,30,1,1,0,0,8,2,0.0,0.0,0.1,0,24,6,0,2,21,21,21,0,3,0,10,0,,0,1,0,1,19,3,0,2,1,100.0,-,Defensa,True,False,False,False,0.0
Danel Sinani,lu LUX,FW,0.0,"Sunday January 26, 2025",1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0,0,2,1,,0,0,0,0,2,0,0,0,0,,-,Delantero,False,True,False,False,23340483.0
Hauke Wahl,de GER,CB,0.0,"Sunday January 26, 2025",0,0,0.0,0.0,0.0,0.0,1,47,47,47,4,4,0,0,21,3,0.0,0.0,0.0,2,46,1,0,1,42,42,42,0,7,0,3,0,,0,0,0,0,34,0,0,1,3,50.0,-,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday May 10, 2025",1,2,0.2,0.2,0.0,0.0,1,29,29,29,6,6,0,0,6,2,0.0,0.0,0.1,4,25,4,0,2,24,24,24,0,0,0,21,3,,0,1,2,1,20,2,0,2,1,25.0,30.06.2026,Defensa,True,False,False,False,31730124.0
Phillipp Mwene,at AUT,WB,0.0,"Sunday September 15, 2024",0,1,0.0,0.0,0.0,0.0,2,49,49,49,3,3,3,3,17,1,0.0,0.0,0.1,0,33,14,0,5,35,35,35,2,1,0,32,1,75.0,1,0,0,1,32,8,1,5,0,0.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Tuesday January 14, 2025",0,0,0.0,0.0,0.0,0.0,1,27,27,27,1,1,0,0,7,0,0.0,0.0,0.0,1,23,4,0,2,17,17,17,0,2,0,10,0,0.0,2,1,1,1,17,1,1,2,0,0.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Sunday February 16, 2025",0,0,0.0,0.0,0.0,0.0,2,46,46,46,5,5,1,1,9,3,0.0,0.0,0.1,5,35,11,1,3,30,30,30,0,3,0,18,1,50.0,0,0,2,1,29,6,1,3,0,,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Friday March 7, 2025",0,1,0.1,0.1,0.0,0.0,1,46,46,46,4,4,0,0,15,2,0.0,0.0,0.3,1,36,10,0,2,37,37,37,0,1,0,13,3,,0,1,2,2,29,3,1,2,0,0.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday October 19, 2024",0,0,0.0,0.0,0.0,0.0,4,58,58,58,7,7,3,3,23,7,0.0,0.0,0.1,5,47,10,0,3,42,42,42,1,0,0,31,1,60.0,1,4,0,0,36,4,0,3,0,,30.06.2026,Defensa,True,False,False,False,1629203.0
Phillipp Mwene,at AUT,"LB,WB",0.0,"Saturday September 28, 2024",0,1,0.0,0.0,0.0,0.0,1,37,37,37,1,1,1,1,7,4,0.0,0.0,0.0,4,28,9,0,5,29,29,29,0,3,0,18,0,50.0,1,2,1,0,22,2,1,5,1,50.0,30.06.2026,Otros,False,False,False,True,9691709.0
Phillipp Mwene,at AUT,"WB,LB",0.0,"Friday September 20, 2024",0,0,0.0,0.0,0.1,0.1,4,23,23,23,1,1,1,1,6,0,0.1,0.1,0.2,0,17,6,0,3,14,14,14,0,3,0,10,0,50.0,1,1,2,0,14,2,0,3,0,,30.06.2026,Otros,False,False,False,True,2684927.8000000007
Phillipp Mwene,at AUT,WB,0.0,"Saturday March 1, 2025",0,1,0.0,0.0,0.0,0.0,0,52,52,52,4,4,1,1,14,1,0.0,0.0,0.0,2,44,8,0,2,41,41,41,0,4,0,21,1,100.0,0,0,1,0,35,5,2,2,2,66.7,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Sunday November 24, 2024",0,1,0.1,0.1,0.1,0.1,8,56,56,56,4,4,0,0,14,3,0.1,0.1,0.2,3,49,7,0,6,41,41,41,0,0,0,30,5,,0,4,4,0,42,12,0,6,2,66.7,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday March 15, 2025",0,0,0.0,0.0,0.0,0.0,0,25,25,25,2,2,1,1,9,2,0.0,0.0,0.0,1,18,7,0,1,19,19,19,0,1,0,8,1,100.0,0,0,1,0,16,4,1,1,1,25.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday October 5, 2024",0,2,0.1,0.1,0.3,0.3,3,37,37,37,1,1,1,1,10,3,0.3,0.3,0.3,0,36,1,1,2,25,25,25,0,3,0,11,2,50.0,1,2,3,0,38,4,0,2,1,100.0,30.06.2026,Defensa,True,False,False,False,9760080.399999999
Phillipp Mwene,at AUT,WB,0.0,"Sunday May 4, 2025",0,0,0.0,0.0,0.0,0.0,1,49,49,49,6,6,0,0,17,3,0.0,0.0,0.0,4,43,6,0,5,34,34,34,0,1,0,28,0,0.0,1,4,0,1,32,7,1,5,1,25.0,30.06.2026,Defensa,True,False,False,False,729834.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday April 12, 2025",0,0,0.0,0.0,0.0,0.0,0,17,17,17,2,2,0,0,7,1,0.0,0.0,0.0,2,13,4,0,0,13,13,13,0,0,1,5,0,,0,2,3,0,12,0,1,0,0,0.0,30.06.2026,Defensa,True,False,False,False,14793245.0
Phillipp Mwene,at AUT,WB,0.0,"Friday October 25, 2024",0,1,0.0,0.0,0.0,0.0,1,44,44,44,3,3,2,2,17,2,0.0,0.0,0.1,3,37,7,0,3,30,30,30,0,0,0,23,4,50.0,2,1,3,1,30,6,0,3,1,100.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday January 11, 2025",0,1,0.1,0.1,0.5,0.5,2,56,56,56,3,3,1,1,15,4,0.5,0.5,0.7,2,44,12,0,6,39,39,39,0,2,0,19,4,50.0,1,3,3,0,42,10,0,6,0,0.0,30.06.2026,Defensa,True,False,False,False,22602507.0
Phillipp Mwene,at AUT,WB,0.0,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,2,41,41,41,5,5,0,0,13,2,0.0,0.0,0.2,3,40,1,0,1,36,36,36,0,4,0,8,0,,0,1,1,1,34,2,0,1,2,50.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday December 14, 2024",0,0,0.0,0.0,0.0,0.0,1,35,35,35,2,2,0,0,10,1,0.0,0.0,0.0,1,21,13,0,0,26,26,26,1,4,0,20,0,0.0,4,2,2,2,20,2,1,0,0,,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday December 21, 2024",0,0,0.0,0.0,0.0,0.0,2,21,21,21,1,1,1,1,8,1,0.0,0.0,0.0,1,16,5,0,0,18,18,18,0,5,0,11,0,25.0,3,2,2,1,16,2,2,0,0,,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Sunday December 1, 2024",0,5,0.5,0.5,0.1,0.1,4,54,54,54,6,6,0,0,20,2,0.1,0.1,0.1,4,44,10,0,0,43,43,43,0,1,0,31,10,0.0,1,1,1,3,40,7,1,0,0,0.0,30.06.2026,Defensa,True,False,False,False,33403294.799999997
Phillipp Mwene,at AUT,WB,0.0,"Sunday December 8, 2024",0,1,0.2,0.2,0.0,0.0,1,40,40,40,6,6,0,0,12,0,0.0,0.0,0.0,4,32,8,0,2,29,29,29,0,1,0,19,1,,0,0,2,0,28,5,0,2,2,66.7,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday August 31, 2024",0,0,0.0,0.0,0.0,0.0,3,29,29,29,2,2,0,0,6,5,0.0,0.0,0.2,2,22,6,0,4,21,21,21,1,4,0,11,1,0.0,1,0,0,0,20,8,0,4,0,0.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday April 26, 2025",0,0,0.0,0.0,0.0,0.0,0,26,26,26,0,0,1,1,6,2,0.0,0.0,0.0,0,19,7,0,3,16,16,16,0,1,0,13,0,50.0,1,2,1,1,20,2,3,3,0,,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday February 8, 2025",0,0,0.0,0.0,0.1,0.1,2,36,36,36,4,4,0,0,20,2,0.1,0.1,0.1,0,27,8,0,1,30,30,30,1,1,0,11,1,,0,1,0,0,27,1,0,1,0,0.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday January 25, 2025",0,1,0.0,0.0,0.0,0.0,2,42,42,42,2,2,0,0,17,0,0.0,0.0,0.0,2,36,6,0,0,33,33,33,0,1,0,21,0,,0,0,1,1,26,3,1,0,1,50.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday November 9, 2024",0,1,0.0,0.0,0.3,0.3,3,40,40,40,5,5,2,2,13,3,0.3,0.3,0.4,1,39,1,0,1,33,33,33,0,0,0,22,3,66.7,0,7,5,1,38,8,2,1,0,0.0,30.06.2026,Defensa,True,False,False,False,16284741.399999999
Phillipp Mwene,at AUT,WB,0.0,"Saturday August 24, 2024",0,1,0.0,0.0,0.0,0.0,3,44,44,44,1,1,0,0,13,5,0.0,0.0,0.1,3,35,9,0,6,35,35,35,0,1,0,20,1,0.0,1,0,2,1,35,3,1,6,0,0.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,2,48,48,48,9,9,0,0,17,1,0.0,0.0,0.1,5,39,9,0,3,39,39,39,0,2,0,27,1,0.0,1,0,0,0,28,5,2,3,3,75.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday February 22, 2025",0,0,0.0,0.0,0.0,0.0,1,25,25,25,2,2,0,0,13,1,0.0,0.0,0.0,1,19,6,0,0,23,23,23,0,1,0,8,1,0.0,1,0,0,0,15,2,1,0,0,0.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Friday January 31, 2025",0,0,0.0,0.0,0.0,0.0,1,50,50,50,3,3,0,0,15,4,0.0,0.0,0.1,2,40,10,0,4,41,41,41,0,0,0,18,2,,0,3,1,3,38,3,0,4,0,0.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Saturday May 17, 2025",0,1,0.1,0.1,0.2,0.2,4,38,38,38,2,2,0,0,8,2,0.2,0.2,0.2,1,31,7,0,7,22,22,22,0,0,0,27,1,,0,1,0,0,24,10,0,7,2,100.0,30.06.2026,Defensa,True,False,False,False,0.0
Phillipp Mwene,at AUT,WB,0.0,"Sunday January 19, 2025",0,0,0.0,0.0,0.0,0.0,1,52,52,52,3,3,3,3,20,2,0.0,0.0,0.0,1,43,8,0,3,39,39,39,1,1,0,21,1,75.0,1,3,1,4,38,5,0,3,0,0.0,30.06.2026,Defensa,True,False,False,False,0.0
Nelson Weiper,de GER,"FW,CM",0.0,"Saturday September 28, 2024",0,0,0.0,0.0,0.2,0.2,0,8,8,8,0,0,0,0,0,1,0.2,0.2,0.0,0,7,1,0,1,5,5,5,0,0,0,4,1,,0,0,0,1,4,2,0,1,1,33.3,30.06.2026,Otros,False,False,False,True,15054270.600000001
Gift Orban,ng NGA,FW,0.0,"Saturday March 1, 2025",0,1,0.0,0.0,0.0,0.0,2,21,21,21,1,1,1,1,2,1,0.0,0.0,0.0,0,21,0,0,1,12,12,12,0,1,0,16,2,50.0,1,1,2,1,16,6,3,1,3,75.0,30.06.2029,Delantero,False,True,False,False,0.0
Nnamdi Collins,de GER,RW,0.0,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,0,21,21,21,3,3,1,1,7,0,0.0,0.0,0.0,1,17,4,0,0,19,19,19,0,1,0,3,0,50.0,1,1,0,0,14,2,0,0,0,,30.06.2030,Delantero,False,True,False,False,0.0
Nnamdi Collins,de GER,WB,0.0,"Saturday December 21, 2024",0,0,0.0,0.0,0.0,0.0,1,16,16,16,1,1,3,3,3,0,0.0,0.0,0.0,0,15,1,0,4,9,9,9,0,0,0,14,3,75.0,1,1,0,1,14,8,1,4,0,,30.06.2030,Defensa,True,False,False,False,0.0
Joe Scally,us USA,RB,0.0,"Saturday February 22, 2025",0,1,0.3,0.3,0.0,0.0,1,62,62,62,6,6,0,0,25,1,0.0,0.0,0.0,5,54,8,0,1,55,55,55,0,2,0,8,2,,0,1,2,2,53,2,0,1,2,100.0,30.06.2027,Defensa,True,False,False,False,4561529.0
Gift Orban,ng NGA,FW,0.0,"Friday March 14, 2025",0,1,0.0,0.0,0.0,0.0,0,11,11,11,1,1,0,0,2,1,0.0,0.0,0.0,1,10,1,0,0,7,7,7,0,0,0,4,0,,0,0,3,1,14,3,0,0,0,0.0,30.06.2029,Delantero,False,True,False,False,0.0
Nordi Mukiele,fr FRA,"CB,WB",0.0,"Saturday December 21, 2024",0,1,0.0,0.0,0.0,0.0,0,11,11,11,1,1,0,0,2,0,0.0,0.0,0.0,0,11,0,0,0,10,10,10,0,0,0,4,1,,0,1,0,0,11,1,0,0,0,,30.06.2029,Otros,False,False,False,True,8241593.0
Kosta Nedeljkovic,rs SRB,"WB,FW",0.0,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,1,11,11,11,2,2,0,0,5,0,0.0,0.0,0.1,0,9,2,0,0,11,11,11,0,0,0,9,2,,0,0,0,0,6,3,0,0,0,,30.06.2026,Otros,False,False,False,True,275008.0
